5A,116.33333888254,40.019069901431,116.33355829124,40.017519617284,116.33750597469,40.017609634417,116.33744827825,40.019177801504,
6A,116.33738184261,40.019159075597,116.33740148553,40.017626729586,116.33933874018,40.017643842138,116.33941956445,40.019196502259,
4B,116.32986800533,40.014139837268,116.33389458629,40.014265911325,116.33380246482,40.01757382716,116.32942346528,40.01740291688,
5B,116.33382826522,40.014647710623,116.33832398781,40.01485710595,116.3383271663,40.017692172917,116.33380246482,40.01757382716,
6B,116.33826712297,40.017731335196,116.33821274701,40.01483489107,116.34188529228,40.014907163765,116.34186292949,40.017807731057,
3C,116.32540722242,40.011435788997,116.33011400492,40.011686644657,116.32995091602,40.014147355966,116.32506529992,40.013887183004,
4C,116.32993054215,40.014184399867,116.33011276415,40.011654569957,116.33402930247,40.011797422053,116.33389425052,40.014295775953,
5C,116.33384635933,40.014676291023,116.33399602424,40.012074259225,116.33817782756,40.012199216401,116.33813863478,40.014857444393,
6C,116.33813198838,40.014879334492,116.33817392106,40.012319117033,116.34313589642,40.012433424907,116.3432040815,40.014942165342,
2D,116.32356627524,40.011518340359,116.32392734362,40.008194187777,116.32590253052,40.00823858186,116.32566317256,40.011590567479,
3D,116.32562357762,40.011500110697,116.32579889482,40.008964343842,116.32976360017,40.00910458082,116.32968068289,40.011662511955,
4D,116.32961022395,40.011769318955,116.3297904778,40.008959974438,116.33416575471,40.009075588127,116.3340380896,40.011870130411,
5D,116.33399920132,40.012111377003,116.33414559744,40.009060150831,116.33827422722,40.009106249417,116.33821582983,40.01226404224,
6D,116.33806377743,40.01230088521,116.33809230075,40.009276989853,116.3431401221,40.009358577897,116.34325602425,40.012505662505,
3E,116.33031741301,40.005976267419,116.33019586657,40.009141073291,116.3251570051,40.008977641335,116.325720975,40.005765189715,
4E,116.33016461183,40.009010359412,116.33024408415,40.006436203681,116.33458179692,40.006552242348,116.33449580074,40.009094395987,
5E,116.33447504326,40.009094619264,116.33453633508,40.006256405872,116.33829320654,40.006357419587,116.33829201767,40.00909041662,
6E,116.33822910262,40.00930460307,116.33828316737,40.006344915334,116.3433870913,40.006408966838,116.343465918,40.009431310568,
5F,116.3349172574,40.006312700779,116.33530904838,40.002050818683,116.33927162045,40.002095203578,116.33918949884,40.006358411278,
6F,116.33916832241,40.006375493491,116.3391814174,40.003419135891,116.34337332659,40.003412843789,116.34350981654,40.006464767689,
